,year,state,month,number,date,risc
499,1998,Amapa,Fevereiro,0.0,1998-01-01,low
500,1999,Amapa,Fevereiro,1.0,1999-01-01,low
501,2000,Amapa,Fevereiro,0.0,2000-01-01,low
502,2001,Amapa,Fevereiro,0.0,2001-01-01,low
503,2002,Amapa,Fevereiro,2.0,2002-01-01,low
504,2003,Amapa,Fevereiro,0.0,2003-01-01,low
505,2004,Amapa,Fevereiro,2.0,2004-01-01,low
506,2005,Amapa,Fevereiro,1.0,2005-01-01,low
507,2006,Amapa,Fevereiro,2.0,2006-01-01,low
508,2007,Amapa,Fevereiro,0.0,2007-01-01,low
509,2008,Amapa,Fevereiro,0.0,2008-01-01,low
510,2009,Amapa,Fevereiro,0.0,2009-01-01,low
511,2010,Amapa,Fevereiro,0.0,2010-01-01,low
512,2011,Amapa,Fevereiro,3.0,2011-01-01,low
513,2012,Amapa,Fevereiro,5.0,2012-01-01,low
514,2013,Amapa,Fevereiro,0.0,2013-01-01,low
515,2014,Amapa,Fevereiro,2.0,2014-01-01,low
516,2015,Amapa,Fevereiro,1.0,2015-01-01,low
517,2016,Amapa,Fevereiro,1.0,2016-01-01,low
518,2017,Amapa,Fevereiro,0.0,2017-01-01,low
519,1998,Amapa,Março,0.0,1998-01-01,low
520,1999,Amapa,Março,2.0,1999-01-01,low
521,2000,Amapa,Março,0.0,2000-01-01,low
522,2001,Amapa,Março,0.0,2001-01-01,low
523,2002,Amapa,Março,0.0,2002-01-01,low
524,2003,Amapa,Março,1.0,2003-01-01,low
525,2004,Amapa,Março,0.0,2004-01-01,low
526,2005,Amapa,Março,0.0,2005-01-01,low
527,2006,Amapa,Março,0.0,2006-01-01,low
528,2007,Amapa,Março,0.0,2007-01-01,low
529,2008,Amapa,Março,1.0,2008-01-01,low
530,2009,Amapa,Março,1.0,2009-01-01,low
531,2010,Amapa,Março,2.0,2010-01-01,low
532,2011,Amapa,Março,0.0,2011-01-01,low
533,2012,Amapa,Março,1.0,2012-01-01,low
534,2013,Amapa,Março,0.0,2013-01-01,low
535,2014,Amapa,Março,1.0,2014-01-01,low
536,2015,Amapa,Março,2.0,2015-01-01,low
537,2016,Amapa,Março,5.0,2016-01-01,low
538,2017,Amapa,Março,0.0,2017-01-01,low
539,1998,Amapa,Abril,0.0,1998-01-01,low
540,1999,Amapa,Abril,0.0,1999-01-01,low
541,2000,Amapa,Abril,0.0,2000-01-01,low
542,2001,Amapa,Abril,0.0,2001-01-01,low
543,2002,Amapa,Abril,0.0,2002-01-01,low
544,2003,Amapa,Abril,2.0,2003-01-01,low
545,2004,Amapa,Abril,0.0,2004-01-01,low
546,2005,Amapa,Abril,0.0,2005-01-01,low
547,2006,Amapa,Abril,0.0,2006-01-01,low
548,2007,Amapa,Abril,0.0,2007-01-01,low
549,2008,Amapa,Abril,2.0,2008-01-01,low
550,2009,Amapa,Abril,0.0,2009-01-01,low
551,2010,Amapa,Abril,2.0,2010-01-01,low
552,2011,Amapa,Abril,0.0,2011-01-01,low
553,2012,Amapa,Abril,2.0,2012-01-01,low
554,2013,Amapa,Abril,2.0,2013-01-01,low
555,2014,Amapa,Abril,0.0,2014-01-01,low
556,2015,Amapa,Abril,0.0,2015-01-01,low
557,2016,Amapa,Abril,0.0,2016-01-01,low
558,2017,Amapa,Abril,3.0,2017-01-01,low
559,1998,Amapa,Maio,0.0,1998-01-01,low
560,1999,Amapa,Maio,0.0,1999-01-01,low
561,2000,Amapa,Maio,0.0,2000-01-01,low
562,2001,Amapa,Maio,0.0,2001-01-01,low
563,2002,Amapa,Maio,3.0,2002-01-01,low
564,2003,Amapa,Maio,0.0,2003-01-01,low
565,2004,Amapa,Maio,0.0,2004-01-01,low
566,2005,Amapa,Maio,0.0,2005-01-01,low
567,2006,Amapa,Maio,0.0,2006-01-01,low
568,2007,Amapa,Maio,0.0,2007-01-01,low
569,2008,Amapa,Maio,0.0,2008-01-01,low
570,2009,Amapa,Maio,2.0,2009-01-01,low
571,2010,Amapa,Maio,2.0,2010-01-01,low
572,2011,Amapa,Maio,2.0,2011-01-01,low
573,2012,Amapa,Maio,2.0,2012-01-01,low
574,2013,Amapa,Maio,0.0,2013-01-01,low
575,2014,Amapa,Maio,0.0,2014-01-01,low
576,2015,Amapa,Maio,0.0,2015-01-01,low
577,2016,Amapa,Maio,1.0,2016-01-01,low
578,2017,Amapa,Maio,1.0,2017-01-01,low
579,1998,Amapa,Junho,0.0,1998-01-01,low
580,1999,Amapa,Junho,2.0,1999-01-01,low
581,2000,Amapa,Junho,0.0,2000-01-01,low
582,2001,Amapa,Junho,0.0,2001-01-01,low
583,2002,Amapa,Junho,0.0,2002-01-01,low
584,2003,Amapa,Junho,0.0,2003-01-01,low
585,2004,Amapa,Junho,5.0,2004-01-01,low
586,2005,Amapa,Junho,2.0,2005-01-01,low
587,2006,Amapa,Junho,0.0,2006-01-01,low
588,2007,Amapa,Junho,0.0,2007-01-01,low
589,2008,Amapa,Junho,0.0,2008-01-01,low
590,2009,Amapa,Junho,1.0,2009-01-01,low
591,2010,Amapa,Junho,0.0,2010-01-01,low
592,2011,Amapa,Junho,0.0,2011-01-01,low
593,2012,Amapa,Junho,7.0,2012-01-01,low
594,2013,Amapa,Junho,1.0,2013-01-01,low
595,2014,Amapa,Junho,0.0,2014-01-01,low
596,2015,Amapa,Junho,3.0,2015-01-01,low
597,2016,Amapa,Junho,2.0,2016-01-01,low
598,2017,Amapa,Junho,2.0,2017-01-01,low
599,1998,Amapa,Julho,0.0,1998-01-01,low
600,1999,Amapa,Julho,0.0,1999-01-01,low
601,2000,Amapa,Julho,0.0,2000-01-01,low
602,2001,Amapa,Julho,1.0,2001-01-01,low
603,2002,Amapa,Julho,1.0,2002-01-01,low
604,2003,Amapa,Julho,0.0,2003-01-01,low
605,2004,Amapa,Julho,2.0,2004-01-01,low
606,2005,Amapa,Julho,0.0,2005-01-01,low
607,2006,Amapa,Julho,0.0,2006-01-01,low
608,2007,Amapa,Julho,0.0,2007-01-01,low
609,2008,Amapa,Julho,0.0,2008-01-01,low
610,2009,Amapa,Julho,4.0,2009-01-01,low
611,2010,Amapa,Julho,2.0,2010-01-01,low
612,2011,Amapa,Julho,5.0,2011-01-01,low
613,2012,Amapa,Julho,3.0,2012-01-01,low
614,2013,Amapa,Julho,1.0,2013-01-01,low
615,2014,Amapa,Julho,4.0,2014-01-01,low
616,2015,Amapa,Julho,5.0,2015-01-01,low
617,2016,Amapa,Julho,1.0,2016-01-01,low
618,2017,Amapa,Julho,3.0,2017-01-01,low
619,1998,Amapa,Agosto,1.0,1998-01-01,low
620,1999,Amapa,Agosto,0.0,1999-01-01,low
621,2000,Amapa,Agosto,3.0,2000-01-01,low
622,2001,Amapa,Agosto,12.0,2001-01-01,low
623,2002,Amapa,Agosto,18.0,2002-01-01,low
624,2003,Amapa,Agosto,14.0,2003-01-01,low
625,2004,Amapa,Agosto,9.0,2004-01-01,low
626,2005,Amapa,Agosto,4.0,2005-01-01,low
627,2006,Amapa,Agosto,11.0,2006-01-01,low
628,2007,Amapa,Agosto,5.0,2007-01-01,low
629,2008,Amapa,Agosto,4.0,2008-01-01,low
630,2009,Amapa,Agosto,20.0,2009-01-01,low
631,2010,Amapa,Agosto,1.0,2010-01-01,low
632,2011,Amapa,Agosto,16.0,2011-01-01,low
633,2012,Amapa,Agosto,19.0,2012-01-01,low
634,2013,Amapa,Agosto,9.0,2013-01-01,low
635,2014,Amapa,Agosto,18.0,2014-01-01,low
636,2015,Amapa,Agosto,40.0,2015-01-01,low
637,2016,Amapa,Agosto,37.0,2016-01-01,low
638,2017,Amapa,Agosto,33.0,2017-01-01,low
639,1998,Amapa,Setembro,20.0,1998-01-01,low
640,1999,Amapa,Setembro,4.0,1999-01-01,low
641,2000,Amapa,Setembro,19.0,2000-01-01,low
642,2001,Amapa,Setembro,95.0,2001-01-01,low
643,2002,Amapa,Setembro,73.0,2002-01-01,low
644,2003,Amapa,Setembro,88.0,2003-01-01,low
645,2004,Amapa,Setembro,67.0,2004-01-01,low
646,2005,Amapa,Setembro,97.0,2005-01-01,low
647,2006,Amapa,Setembro,112.0,2006-01-01,low
648,2007,Amapa,Setembro,61.0,2007-01-01,low
649,2008,Amapa,Setembro,83.0,2008-01-01,low
650,2009,Amapa,Setembro,188.0,2009-01-01,low
651,2010,Amapa,Setembro,63.0,2010-01-01,low
652,2011,Amapa,Setembro,128.0,2011-01-01,low
653,2012,Amapa,Setembro,168.0,2012-01-01,low
654,2013,Amapa,Setembro,85.0,2013-01-01,low
655,2014,Amapa,Setembro,137.0,2014-01-01,low
656,2015,Amapa,Setembro,192.0,2015-01-01,low
657,2016,Amapa,Setembro,142.0,2016-01-01,low
658,2017,Amapa,Setembro,95.0,2017-01-01,low
659,1998,Amapa,Outubro,42.0,1998-01-01,low
660,1999,Amapa,Outubro,25.0,1999-01-01,low
661,2000,Amapa,Outubro,42.0,2000-01-01,low
662,2001,Amapa,Outubro,194.0,2001-01-01,low
663,2002,Amapa,Outubro,557.0,2002-01-01,medium
664,2003,Amapa,Outubro,355.0,2003-01-01,low
665,2004,Amapa,Outubro,412.0,2004-01-01,medium
666,2005,Amapa,Outubro,335.0,2005-01-01,low
667,2006,Amapa,Outubro,405.0,2006-01-01,medium
668,2007,Amapa,Outubro,162.0,2007-01-01,low
669,2008,Amapa,Outubro,395.0,2008-01-01,low
670,2009,Amapa,Outubro,765.0,2009-01-01,medium
671,2010,Amapa,Outubro,265.0,2010-01-01,low
672,2011,Amapa,Outubro,304.0,2011-01-01,low
673,2012,Amapa,Outubro,475.0,2012-01-01,medium
674,2013,Amapa,Outubro,385.0,2013-01-01,low
675,2014,Amapa,Outubro,480.0,2014-01-01,medium
676,2015,Amapa,Outubro,827.0,2015-01-01,high
677,2016,Amapa,Outubro,793.0,2016-01-01,medium
678,2017,Amapa,Outubro,468.0,2017-01-01,medium
679,1998,Amapa,Novembro,131.0,1998-01-01,low
680,1999,Amapa,Novembro,26.0,1999-01-01,low
681,2000,Amapa,Novembro,157.0,2000-01-01,low
682,2001,Amapa,Novembro,406.0,2001-01-01,medium
683,2002,Amapa,Novembro,1.096,2002-01-01,low
684,2003,Amapa,Novembro,750.0,2003-01-01,medium
685,2004,Amapa,Novembro,949.0,2004-01-01,high
686,2005,Amapa,Novembro,685.0,2005-01-01,medium
687,2006,Amapa,Novembro,207.0,2006-01-01,low
688,2007,Amapa,Novembro,198.0,2007-01-01,low
689,2008,Amapa,Novembro,266.0,2008-01-01,low
690,2009,Amapa,Novembro,1.019,2009-01-01,low
691,2010,Amapa,Novembro,339.0,2010-01-01,low
692,2011,Amapa,Novembro,282.0,2011-01-01,low
693,2012,Amapa,Novembro,969.0,2012-01-01,high
694,2013,Amapa,Novembro,341.0,2013-01-01,low
695,2014,Amapa,Novembro,484.0,2014-01-01,medium
696,2015,Amapa,Novembro,1.3,2015-01-01,low
697,2016,Amapa,Novembro,1.161,2016-01-01,low
698,2017,Amapa,Novembro,858.0,2017-01-01,high
699,1998,Amapa,Dezembro,84.0,1998-01-01,low
700,1999,Amapa,Dezembro,41.0,1999-01-01,low
701,2000,Amapa,Dezembro,30.0,2000-01-01,low
702,2001,Amapa,Dezembro,593.0,2001-01-01,medium
703,2002,Amapa,Dezembro,200.0,2002-01-01,low
704,2003,Amapa,Dezembro,411.0,2003-01-01,medium
705,2004,Amapa,Dezembro,777.0,2004-01-01,medium
706,2005,Amapa,Dezembro,38.0,2005-01-01,low
707,2006,Amapa,Dezembro,74.0,2006-01-01,low
708,2007,Amapa,Dezembro,14.0,2007-01-01,low
709,2008,Amapa,Dezembro,32.0,2008-01-01,low
710,2009,Amapa,Dezembro,123.0,2009-01-01,low
711,2010,Amapa,Dezembro,43.0,2010-01-01,low
712,2011,Amapa,Dezembro,360.0,2011-01-01,low
713,2012,Amapa,Dezembro,422.0,2012-01-01,medium
714,2013,Amapa,Dezembro,148.0,2013-01-01,low
715,2014,Amapa,Dezembro,354.0,2014-01-01,low
716,2015,Amapa,Dezembro,269.0,2015-01-01,low
717,2016,Amapa,Dezembro,491.0,2016-01-01,medium
718,1998,Amazonas,Janeiro,0.0,1998-01-01,low
719,1999,Amazonas,Janeiro,3.0,1999-01-01,low
720,2000,Amazonas,Janeiro,7.0,2000-01-01,low
721,2001,Amazonas,Janeiro,3.0,2001-01-01,low
722,2002,Amazonas,Janeiro,17.0,2002-01-01,low
723,2003,Amazonas,Janeiro,158.0,2003-01-01,low
724,2004,Amazonas,Janeiro,123.0,2004-01-01,low
725,2005,Amazonas,Janeiro,44.0,2005-01-01,low
726,2006,Amazonas,Janeiro,20.0,2006-01-01,low
727,2007,Amazonas,Janeiro,37.0,2007-01-01,low
728,2008,Amazonas,Janeiro,16.0,2008-01-01,low
729,2009,Amazonas,Janeiro,9.0,2009-01-01,low
730,2010,Amazonas,Janeiro,82.0,2010-01-01,low
731,2011,Amazonas,Janeiro,53.0,2011-01-01,low
732,2012,Amazonas,Janeiro,6.0,2012-01-01,low
733,2013,Amazonas,Janeiro,37.0,2013-01-01,low
734,2014,Amazonas,Janeiro,46.0,2014-01-01,low
735,2015,Amazonas,Janeiro,35.0,2015-01-01,low
736,2016,Amazonas,Janeiro,770.0,2016-01-01,medium
737,2017,Amazonas,Janeiro,65.0,2017-01-01,low
738,1998,Amazonas,Fevereiro,0.0,1998-01-01,low
739,1999,Amazonas,Fevereiro,43.0,1999-01-01,low
740,2000,Amazonas,Fevereiro,62.0,2000-01-01,low
741,2001,Amazonas,Fevereiro,8.0,2001-01-01,low
742,2002,Amazonas,Fevereiro,2.0,2002-01-01,low
743,2003,Amazonas,Fevereiro,62.0,2003-01-01,low
744,2004,Amazonas,Fevereiro,92.0,2004-01-01,low
745,2005,Amazonas,Fevereiro,6.0,2005-01-01,low
746,2006,Amazonas,Fevereiro,10.0,2006-01-01,low
747,2007,Amazonas,Fevereiro,92.0,2007-01-01,low
748,2008,Amazonas,Fevereiro,32.0,2008-01-01,low
749,2009,Amazonas,Fevereiro,3.0,2009-01-01,low
750,2010,Amazonas,Fevereiro,81.0,2010-01-01,low
751,2011,Amazonas,Fevereiro,30.0,2011-01-01,low
752,2012,Amazonas,Fevereiro,25.0,2012-01-01,low
753,2013,Amazonas,Fevereiro,16.0,2013-01-01,low
754,2014,Amazonas,Fevereiro,49.0,2014-01-01,low
755,2015,Amazonas,Fevereiro,107.0,2015-01-01,low
756,2016,Amazonas,Fevereiro,275.0,2016-01-01,low
757,2017,Amazonas,Fevereiro,52.0,2017-01-01,low
758,1998,Amazonas,Março,0.0,1998-01-01,low
759,1999,Amazonas,Março,7.0,1999-01-01,low
760,2000,Amazonas,Março,69.0,2000-01-01,low
761,2001,Amazonas,Março,6.0,2001-01-01,low
762,2002,Amazonas,Março,5.0,2002-01-01,low
763,2003,Amazonas,Março,64.0,2003-01-01,low
764,2004,Amazonas,Março,6.0,2004-01-01,low
765,2005,Amazonas,Março,12.0,2005-01-01,low
766,2006,Amazonas,Março,20.0,2006-01-01,low
767,2007,Amazonas,Março,6.0,2007-01-01,low
768,2008,Amazonas,Março,10.0,2008-01-01,low
769,2009,Amazonas,Março,11.0,2009-01-01,low
770,2010,Amazonas,Março,116.0,2010-01-01,low
771,2011,Amazonas,Março,49.0,2011-01-01,low
772,2012,Amazonas,Março,17.0,2012-01-01,low
773,2013,Amazonas,Março,49.0,2013-01-01,low
774,2014,Amazonas,Março,50.0,2014-01-01,low
775,2015,Amazonas,Março,46.0,2015-01-01,low
776,2016,Amazonas,Março,140.0,2016-01-01,low
777,2017,Amazonas,Março,45.0,2017-01-01,low
778,1998,Amazonas,Abril,0.0,1998-01-01,low
779,1999,Amazonas,Abril,2.0,1999-01-01,low
780,2000,Amazonas,Abril,18.0,2000-01-01,low
781,2001,Amazonas,Abril,1.0,2001-01-01,low
782,2002,Amazonas,Abril,2.0,2002-01-01,low
783,2003,Amazonas,Abril,11.0,2003-01-01,low
784,2004,Amazonas,Abril,4.0,2004-01-01,low
785,2005,Amazonas,Abril,5.0,2005-01-01,low
786,2006,Amazonas,Abril,5.0,2006-01-01,low
787,2007,Amazonas,Abril,0.0,2007-01-01,low
788,2008,Amazonas,Abril,13.0,2008-01-01,low
789,2009,Amazonas,Abril,1.0,2009-01-01,low
790,2010,Amazonas,Abril,11.0,2010-01-01,low
791,2011,Amazonas,Abril,5.0,2011-01-01,low
792,2012,Amazonas,Abril,3.0,2012-01-01,low
793,2013,Amazonas,Abril,20.0,2013-01-01,low
794,2014,Amazonas,Abril,25.0,2014-01-01,low
795,2015,Amazonas,Abril,24.0,2015-01-01,low
796,2016,Amazonas,Abril,22.0,2016-01-01,low
797,2017,Amazonas,Abril,20.0,2017-01-01,low
798,1998,Amazonas,Maio,0.0,1998-01-01,low
799,1999,Amazonas,Maio,0.0,1999-01-01,low
800,2000,Amazonas,Maio,51.0,2000-01-01,low
801,2001,Amazonas,Maio,0.0,2001-01-01,low
802,2002,Amazonas,Maio,8.0,2002-01-01,low
803,2003,Amazonas,Maio,2.0,2003-01-01,low
804,2004,Amazonas,Maio,0.0,2004-01-01,low
805,2005,Amazonas,Maio,8.0,2005-01-01,low
806,2006,Amazonas,Maio,4.0,2006-01-01,low
807,2007,Amazonas,Maio,0.0,2007-01-01,low
808,2008,Amazonas,Maio,1.0,2008-01-01,low
809,2009,Amazonas,Maio,3.0,2009-01-01,low
810,2010,Amazonas,Maio,13.0,2010-01-01,low
811,2011,Amazonas,Maio,6.0,2011-01-01,low
812,2012,Amazonas,Maio,12.0,2012-01-01,low
813,2013,Amazonas,Maio,19.0,2013-01-01,low
814,2014,Amazonas,Maio,12.0,2014-01-01,low
815,2015,Amazonas,Maio,10.0,2015-01-01,low
816,2016,Amazonas,Maio,30.0,2016-01-01,low
817,2017,Amazonas,Maio,40.0,2017-01-01,low
818,1998,Amazonas,Junho,2.0,1998-01-01,low
819,1999,Amazonas,Junho,7.0,1999-01-01,low
820,2000,Amazonas,Junho,6.0,2000-01-01,low
821,2001,Amazonas,Junho,5.0,2001-01-01,low
822,2002,Amazonas,Junho,5.0,2002-01-01,low
823,2003,Amazonas,Junho,3.0,2003-01-01,low
824,2004,Amazonas,Junho,12.0,2004-01-01,low
825,2005,Amazonas,Junho,78.0,2005-01-01,low
826,2006,Amazonas,Junho,9.0,2006-01-01,low
827,2007,Amazonas,Junho,23.0,2007-01-01,low
828,2008,Amazonas,Junho,7.0,2008-01-01,low
829,2009,Amazonas,Junho,13.0,2009-01-01,low
830,2010,Amazonas,Junho,9.0,2010-01-01,low
831,2011,Amazonas,Junho,22.0,2011-01-01,low
832,2012,Amazonas,Junho,45.0,2012-01-01,low
833,2013,Amazonas,Junho,56.0,2013-01-01,low
834,2014,Amazonas,Junho,74.0,2014-01-01,low
835,2015,Amazonas,Junho,33.0,2015-01-01,low
836,2016,Amazonas,Junho,90.0,2016-01-01,low
837,2017,Amazonas,Junho,119.0,2017-01-01,low
838,1998,Amazonas,Julho,71.0,1998-01-01,low
839,1999,Amazonas,Julho,11.0,1999-01-01,low
840,2000,Amazonas,Julho,39.0,2000-01-01,low
841,2001,Amazonas,Julho,9.0,2001-01-01,low
842,2002,Amazonas,Julho,146.0,2002-01-01,low
843,2003,Amazonas,Julho,180.0,2003-01-01,low
844,2004,Amazonas,Julho,177.0,2004-01-01,low
845,2005,Amazonas,Julho,676.0,2005-01-01,medium
846,2006,Amazonas,Julho,123.0,2006-01-01,low
847,2007,Amazonas,Julho,116.0,2007-01-01,low
848,2008,Amazonas,Julho,108.0,2008-01-01,low
849,2009,Amazonas,Julho,199.0,2009-01-01,low
850,2010,Amazonas,Julho,640.0,2010-01-01,medium
851,2011,Amazonas,Julho,271.0,2011-01-01,low
852,2012,Amazonas,Julho,234.0,2012-01-01,low
853,2013,Amazonas,Julho,248.0,2013-01-01,low
854,2014,Amazonas,Julho,202.0,2014-01-01,low
855,2015,Amazonas,Julho,356.0,2015-01-01,low
856,2016,Amazonas,Julho,1.137,2016-01-01,low
857,2017,Amazonas,Julho,1.975,2017-01-01,low
858,1998,Amazonas,Agosto,321.0,1998-01-01,low
859,1999,Amazonas,Agosto,259.0,1999-01-01,low
860,2000,Amazonas,Agosto,180.0,2000-01-01,low
861,2001,Amazonas,Agosto,501.0,2001-01-01,medium
862,2002,Amazonas,Agosto,741.0,2002-01-01,medium
863,2003,Amazonas,Agosto,1.867,2003-01-01,low
864,2004,Amazonas,Agosto,1.207,2004-01-01,low
865,2005,Amazonas,Agosto,2.316,2005-01-01,low
866,2006,Amazonas,Agosto,1.422,2006-01-01,low
867,2007,Amazonas,Agosto,2.241,2007-01-01,low
868,2008,Amazonas,Agosto,861.0,2008-01-01,high
869,2009,Amazonas,Agosto,1.321,2009-01-01,low
870,2010,Amazonas,Agosto,3.727,2010-01-01,low
871,2011,Amazonas,Agosto,1.243,2011-01-01,low
872,2012,Amazonas,Agosto,3.011,2012-01-01,low
873,2013,Amazonas,Agosto,1.276,2013-01-01,low
874,2014,Amazonas,Agosto,3.852,2014-01-01,low
875,2015,Amazonas,Agosto,4.564,2015-01-01,low
876,2016,Amazonas,Agosto,3.611,2016-01-01,low
877,2017,Amazonas,Agosto,6.316,2017-01-01,low
878,1998,Amazonas,Setembro,267.0,1998-01-01,low
879,1999,Amazonas,Setembro,216.0,1999-01-01,low
880,2000,Amazonas,Setembro,189.0,2000-01-01,low
881,2001,Amazonas,Setembro,166.0,2001-01-01,low
882,2002,Amazonas,Setembro,928.0,2002-01-01,high
883,2003,Amazonas,Setembro,1.401,2003-01-01,low
884,2004,Amazonas,Setembro,911.0,2004-01-01,high
885,2005,Amazonas,Setembro,2.812,2005-01-01,low
886,2006,Amazonas,Setembro,2.218,2006-01-01,low
887,2007,Amazonas,Setembro,1.36,2007-01-01,low
888,2008,Amazonas,Setembro,998.0,2008-01-01,high
889,2009,Amazonas,Setembro,3.091,2009-01-01,low
890,2010,Amazonas,Setembro,2.781,2010-01-01,low
891,2011,Amazonas,Setembro,1.295,2011-01-01,low
892,2012,Amazonas,Setembro,2.392,2012-01-01,low
893,2013,Amazonas,Setembro,1.739,2013-01-01,low
894,2014,Amazonas,Setembro,3.057,2014-01-01,low
895,2015,Amazonas,Setembro,5.882,2015-01-01,low
896,2016,Amazonas,Setembro,3.119,2016-01-01,low
897,2017,Amazonas,Setembro,4.033,2017-01-01,low
898,1998,Amazonas,Outubro,83.0,1998-01-01,low
899,1999,Amazonas,Outubro,479.0,1999-01-01,medium
900,2000,Amazonas,Outubro,145.0,2000-01-01,low
901,2001,Amazonas,Outubro,332.0,2001-01-01,low
902,2002,Amazonas,Outubro,695.0,2002-01-01,medium
903,2003,Amazonas,Outubro,725.0,2003-01-01,medium
904,2004,Amazonas,Outubro,710.0,2004-01-01,medium
905,2005,Amazonas,Outubro,545.0,2005-01-01,medium
906,2006,Amazonas,Outubro,721.0,2006-01-01,medium
907,2007,Amazonas,Outubro,215.0,2007-01-01,low
908,2008,Amazonas,Outubro,632.0,2008-01-01,medium
909,2009,Amazonas,Outubro,2.189,2009-01-01,low
910,2010,Amazonas,Outubro,889.0,2010-01-01,high
911,2011,Amazonas,Outubro,694.0,2011-01-01,medium
912,2012,Amazonas,Outubro,1.238,2012-01-01,low
913,2013,Amazonas,Outubro,1.202,2013-01-01,low
914,2014,Amazonas,Outubro,952.0,2014-01-01,high
915,2015,Amazonas,Outubro,2.494,2015-01-01,low
916,2016,Amazonas,Outubro,2.105,2016-01-01,low
917,2017,Amazonas,Outubro,1.581,2017-01-01,low
918,1998,Amazonas,Novembro,6.0,1998-01-01,low
919,1999,Amazonas,Novembro,32.0,1999-01-01,low
920,2000,Amazonas,Novembro,27.0,2000-01-01,low
921,2001,Amazonas,Novembro,244.0,2001-01-01,low
922,2002,Amazonas,Novembro,259.0,2002-01-01,low
923,2003,Amazonas,Novembro,169.0,2003-01-01,low
924,2004,Amazonas,Novembro,209.0,2004-01-01,low
925,2005,Amazonas,Novembro,261.0,2005-01-01,low
926,2006,Amazonas,Novembro,59.0,2006-01-01,low
927,2007,Amazonas,Novembro,90.0,2007-01-01,low
928,2008,Amazonas,Novembro,39.0,2008-01-01,low
929,2009,Amazonas,Novembro,973.0,2009-01-01,high
930,2010,Amazonas,Novembro,354.0,2010-01-01,low
931,2011,Amazonas,Novembro,399.0,2011-01-01,low
932,2012,Amazonas,Novembro,682.0,2012-01-01,medium
933,2013,Amazonas,Novembro,220.0,2013-01-01,low
934,2014,Amazonas,Novembro,676.0,2014-01-01,medium
935,2015,Amazonas,Novembro,1.054,2015-01-01,low
936,2016,Amazonas,Novembro,591.0,2016-01-01,medium
937,2017,Amazonas,Novembro,552.0,2017-01-01,medium
938,1998,Amazonas,Dezembro,196.0,1998-01-01,low
939,1999,Amazonas,Dezembro,2.0,1999-01-01,low
940,2000,Amazonas,Dezembro,60.0,2000-01-01,low
941,2001,Amazonas,Dezembro,22.0,2001-01-01,low
942,2002,Amazonas,Dezembro,44.0,2002-01-01,low
943,2003,Amazonas,Dezembro,147.0,2003-01-01,low
944,2004,Amazonas,Dezembro,53.0,2004-01-01,low
945,2005,Amazonas,Dezembro,17.0,2005-01-01,low
946,2006,Amazonas,Dezembro,23.0,2006-01-01,low
947,2007,Amazonas,Dezembro,7.0,2007-01-01,low
948,2008,Amazonas,Dezembro,0.0,2008-01-01,low
949,2009,Amazonas,Dezembro,102.0,2009-01-01,low
950,2010,Amazonas,Dezembro,123.0,2010-01-01,low
951,2011,Amazonas,Dezembro,121.0,2011-01-01,low
952,2012,Amazonas,Dezembro,80.0,2012-01-01,low
953,2013,Amazonas,Dezembro,236.0,2013-01-01,low
954,2014,Amazonas,Dezembro,293.0,2014-01-01,low
955,2015,Amazonas,Dezembro,565.0,2015-01-01,medium
956,2016,Amazonas,Dezembro,133.0,2016-01-01,low
957,1998,Bahia,Janeiro,0.0,1998-01-01,low
958,1999,Bahia,Janeiro,114.0,1999-01-01,low
959,2000,Bahia,Janeiro,31.0,2000-01-01,low
960,2001,Bahia,Janeiro,24.0,2001-01-01,low
961,2002,Bahia,Janeiro,125.0,2002-01-01,low
962,2003,Bahia,Janeiro,439.0,2003-01-01,medium
963,2004,Bahia,Janeiro,158.0,2004-01-01,low
964,2005,Bahia,Janeiro,303.0,2005-01-01,low
965,2006,Bahia,Janeiro,225.0,2006-01-01,low
966,2007,Bahia,Janeiro,373.0,2007-01-01,low
967,2008,Bahia,Janeiro,314.0,2008-01-01,low
968,2009,Bahia,Janeiro,177.0,2009-01-01,low
969,2010,Bahia,Janeiro,297.0,2010-01-01,low
970,2011,Bahia,Janeiro,101.0,2011-01-01,low
971,2012,Bahia,Janeiro,179.0,2012-01-01,low
972,2013,Bahia,Janeiro,125.0,2013-01-01,low
973,2014,Bahia,Janeiro,132.0,2014-01-01,low
974,2015,Bahia,Janeiro,256.0,2015-01-01,low
975,2016,Bahia,Janeiro,285.0,2016-01-01,low
976,2017,Bahia,Janeiro,154.0,2017-01-01,low
977,1998,Bahia,Fevereiro,0.0,1998-01-01,low
978,1999,Bahia,Fevereiro,157.0,1999-01-01,low
979,2000,Bahia,Fevereiro,32.0,2000-01-01,low
980,2001,Bahia,Fevereiro,101.0,2001-01-01,low
981,2002,Bahia,Fevereiro,204.0,2002-01-01,low
982,2003,Bahia,Fevereiro,223.0,2003-01-01,low
983,2004,Bahia,Fevereiro,122.0,2004-01-01,low
984,2005,Bahia,Fevereiro,143.0,2005-01-01,low
985,2006,Bahia,Fevereiro,277.0,2006-01-01,low
986,2007,Bahia,Fevereiro,113.0,2007-01-01,low
987,2008,Bahia,Fevereiro,235.0,2008-01-01,low
988,2009,Bahia,Fevereiro,117.0,2009-01-01,low
989,2010,Bahia,Fevereiro,206.0,2010-01-01,low
